2.000      1.07502     -0.03472      1.758      0.009     85.197      0.051     13.970      0.100      0.013    408.611    194.000      2.117    421.047      0.017
2.000      1.07502     -0.02639      0.371      0.006     64.186      0.253     19.009      0.596      0.013    409.182    194.000      2.120    421.617      0.019
2.000      1.07502     -0.02639      1.569      0.007     85.159      0.052     14.624      0.111      0.013    409.182    194.000      2.120    421.617      0.019
2.000      1.07502     -0.01806      0.307      0.006     63.542      0.456     24.320      1.026      0.015    376.231    194.000      1.949    388.666      0.020
2.000      1.07502     -0.01806      1.293      0.010     85.754      0.073     14.854      0.150      0.015    376.231    194.000      1.949    388.666      0.020
2.000      1.07502     -0.00972      0.228      0.006     65.072      0.799     27.376      1.638      0.014    379.207    194.000      1.965    391.643      0.018
2.000      1.07502     -0.00972      0.987      0.014     86.320      0.091     14.678      0.200      0.014    379.207    194.000      1.965    391.643      0.018
2.000      1.07502     -0.00139      0.166      0.009     70.108      2.014     30.022      3.141      0.015    335.983    194.000      1.741    348.418      0.017
2.000      1.07502     -0.00139      0.777      0.028     86.913      0.089     13.488      0.354      0.015    335.983    194.000      1.741    348.418      0.017
2.000      1.07502      0.00694      0.140      0.011     76.176      1.411     33.095      1.852      0.016    378.223    194.000      1.960    390.658      0.019
2.000      1.07502      0.00694      0.695      0.016     87.276      0.095     11.641      0.300      0.016    378.223    194.000      1.960    390.658      0.019
2.000      1.07502      0.01528      0.246      0.019     83.120      0.535     20.894      0.704      0.012    368.914    194.000      1.911    381.349      0.015
2.000      1.07502      0.01528      0.515      0.021     88.266      0.100      8.907      0.319      0.012    368.914    194.000      1.911    381.349      0.015
2.000      1.07502      0.02361      0.170      0.030     81.367      1.870     17.782      1.675      0.011    270.709    194.000      1.403    283.144      0.013
2.000      1.07502      0.02361      0.448      0.049     88.446      0.129      9.715      0.560      0.011    270.709    194.000      1.403    283.144      0.013
1.000      1.07502      0.03194      0.431      0.007     86.970      0.106     13.541      0.251      0.013    331.263    197.000      1.690    337.386      0.016
1.000      1.07502      0.04028      0.412      0.006     87.160      0.101     14.048      0.238      0.011    313.066    197.000      1.597    319.189      0.014
1.000      1.07502      0.04861      0.382      0.005     87.683      0.093     14.791      0.218      0.009    419.357    197.000      2.140    425.480      0.013
1.000      1.07502      0.05694      0.349      0.008     88.422      0.176     15.220      0.415      0.016    232.814    197.000      1.188    238.936      0.016
1.000      1.07502      0.06528      0.327      0.011     88.893      0.259     16.105      0.609      0.022    171.512    197.000      0.875    177.634      0.019
1.000      1.07502      0.07361      0.319      0.008     88.653      0.192     15.895      0.451      0.016    218.658    197.000      1.116    224.780      0.016
1.000      1.07502      0.08194      0.314      0.007     87.864      0.168     14.374      0.396      0.014    318.214    197.000      1.624    324.337      0.016
1.000      1.07502      0.09028      0.328      0.008     87.108      0.145     12.811      0.342      0.014    375.740    197.000      1.917    381.863      0.016
1.000      1.07502      0.09861      0.259      0.008     86.940      0.203     13.783      0.477      0.014    245.707    197.000      1.254    251.829      0.014
1.000      1.07502      0.10694      0.148      0.007     86.797      0.391     16.225      0.922      0.015    191.748    197.000      0.978    197.870      0.014
1.000      1.07502      0.11528      0.088      0.005     86.929      0.642     21.448      1.512      0.012    334.261    197.000      1.705    340.384      0.014
1.000      1.07502      0.12361      0.077      0.006     84.922      0.897     23.533      2.113      0.015    332.414    197.000      1.696    338.536      0.016
1.000      1.07502      0.13194      0.080      0.008     84.012      0.923     19.920      2.173      0.017    198.117    197.000      1.011    204.240      0.015
